,Unnamed: 0,event.start,event.end,@timestamp,agent.ephemeral_id,destination.bytes,destination.ip,destination.mac,destination.packets,destination.port,event.duration,event.type,flow.final,flow.id,host.ip,host.mac,network.bytes,network.community_id,network.packets,network.transport,network.type,source.bytes,source.ip,source.mac,source.packets,source.port,Binary
85,456,107,101,7,0,0,0,0,0,157,0.0,0,0,133,1,1,74,135,1,0,0,74,0,0,1,398,1
86,793,153,148,29,0,0,0,0,0,10,0.0,0,0,137,1,1,74,29,1,0,0,74,0,0,1,367,1
87,794,153,148,29,0,56,0,0,1,21,6340.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,326,0
88,118,33,32,3,0,0,0,0,0,83,0.0,1,1,130,1,1,74,43,1,0,0,74,0,0,1,355,1
89,214,57,54,3,0,0,0,0,0,107,0.0,1,1,65,1,1,74,133,1,0,0,74,0,0,1,235,1
90,576,131,124,16,0,0,0,0,0,3,0.0,1,1,39,1,1,74,137,1,0,0,74,0,0,1,555,1
91,495,119,113,7,0,0,0,0,0,169,0.0,0,0,97,1,1,74,27,1,0,0,74,0,0,1,84,1
92,794,153,148,29,0,56,0,0,1,156,6370.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,79,0
93,794,153,148,29,0,56,0,0,1,386,6850.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,482,0
94,395,93,88,8,0,0,0,0,0,143,0.0,0,0,142,1,1,74,78,1,0,0,74,0,0,1,119,1
95,181,48,45,1,0,0,0,0,0,98,0.0,0,0,132,1,1,74,4,1,0,0,74,0,0,1,98,1
96,457,107,101,5,0,0,0,0,0,157,0.0,0,0,133,1,1,74,135,1,0,0,74,0,0,1,398,1
97,794,153,148,29,0,56,0,0,1,383,6290.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,259,0
98,794,153,148,29,0,56,0,0,1,470,6350.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,284,0
99,780,146,141,29,0,0,0,0,0,3,0.0,0,0,42,1,1,74,86,1,0,0,74,0,0,1,556,1
100,109,31,30,3,0,0,0,0,0,81,0.0,1,1,34,1,1,74,12,1,0,0,74,0,0,1,214,1
101,794,153,148,29,0,56,0,0,1,47,6880.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,483,0
102,240,63,59,2,0,0,0,0,0,113,0.0,0,0,20,1,1,74,140,1,0,0,74,0,0,1,474,1
103,137,37,35,0,0,0,0,0,0,87,0.0,0,0,47,1,1,74,130,1,0,0,74,0,0,1,335,1
104,794,153,148,29,0,56,0,0,1,59,6250.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,494,0
105,794,153,148,29,0,56,0,0,1,188,6240.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,333,0
106,157,42,40,0,0,0,0,0,0,92,0.0,0,0,28,1,1,74,107,1,0,0,74,0,0,1,303,1
107,472,111,105,6,0,0,0,0,0,161,0.0,0,0,101,1,1,74,23,1,0,0,74,0,0,1,444,1
108,624,136,129,16,0,0,0,0,0,8,0.0,1,1,58,1,1,74,144,1,0,0,74,0,0,1,86,1
109,794,153,148,29,0,56,0,0,1,382,6320.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,489,0
110,569,130,123,15,0,0,0,0,0,2,0.0,0,0,105,1,1,74,59,1,0,0,74,0,0,1,46,1
111,794,153,148,29,0,56,0,0,1,437,9040.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,382,0
112,641,139,132,16,0,0,0,0,0,11,0.0,1,1,128,1,1,74,74,1,0,0,74,0,0,1,211,1
113,619,136,129,14,0,0,0,0,0,8,0.0,0,0,58,1,1,74,144,1,0,0,74,0,0,1,86,1
114,794,153,148,29,0,56,0,0,1,367,6300.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,133,0
115,794,153,148,29,0,56,0,0,1,272,7250.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,264,0
116,794,153,148,29,0,56,0,0,1,136,14510.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,299,0
117,216,58,55,1,0,0,0,0,0,108,1014320000.0,0,0,147,1,1,148,25,2,0,0,148,0,0,2,280,1
118,94,26,25,0,1,116,0,0,2,76,507400.0,0,0,153,0,0,370,151,6,0,0,254,0,0,4,331,0
119,794,153,148,29,0,56,0,0,1,352,9670.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,316,0
120,172,46,43,0,0,0,0,0,0,96,0.0,0,0,73,1,1,74,95,1,0,0,74,0,0,1,69,1
121,794,153,148,29,0,56,0,0,1,399,6360.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,64,0
122,226,60,56,2,0,0,0,0,0,110,0.0,0,0,138,1,1,74,106,1,0,0,74,0,0,1,457,1
123,794,153,148,29,0,56,0,0,1,211,7340.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,572,0
124,794,153,148,29,0,56,0,0,1,123,6570.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,525,0
125,638,138,131,13,0,0,0,0,0,10,0.0,0,0,143,1,1,74,10,1,0,0,74,0,0,1,366,1
126,471,111,105,8,0,0,0,0,0,161,0.0,0,0,101,1,1,74,23,1,0,0,74,0,0,1,444,1
127,794,153,148,29,0,56,0,0,1,77,8120.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,458,0
128,515,128,121,11,0,0,0,0,0,0,63780419600.0,1,1,120,1,1,518,60,7,0,0,518,0,0,7,18,1
129,794,153,148,29,0,56,0,0,1,360,6340.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,125,0
130,794,153,148,29,0,56,0,0,1,199,6400.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,110,0
131,101,29,28,0,0,0,0,0,0,79,0.0,1,1,111,1,1,74,2,1,0,0,74,0,0,1,442,1
132,794,153,148,29,0,56,0,0,1,151,7440.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,371,0
133,794,153,148,29,0,56,0,0,1,447,6150.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,233,0
134,794,153,148,29,0,56,0,0,1,257,6270.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,390,0
135,492,118,112,7,0,0,0,0,0,168,0.0,0,0,40,1,1,74,147,1,0,0,74,0,0,1,330,1
136,794,153,148,29,0,56,0,0,1,18,8220.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,11,0
137,794,153,148,29,0,56,0,0,1,412,6930.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,323,0
138,493,118,112,8,0,0,0,0,0,168,0.0,0,0,40,1,1,74,147,1,0,0,74,0,0,1,330,1
139,794,153,148,29,0,56,0,0,1,268,7710.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,400,0
140,794,153,148,29,0,56,0,0,1,98,8920.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,103,0
141,794,153,148,29,0,56,0,0,1,318,6240.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,130,0
142,77,11,10,0,0,0,0,0,0,61,0.0,1,1,90,1,1,74,129,1,0,0,74,0,0,1,427,1
143,633,138,131,14,0,0,0,0,0,10,0.0,0,0,143,1,1,74,10,1,0,0,74,0,0,1,366,0
144,312,76,72,5,0,0,0,0,0,126,0.0,0,0,135,1,1,74,85,1,0,0,74,0,0,1,109,1
145,794,153,148,29,0,56,0,0,1,205,8630.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,173,0
146,138,38,36,1,0,0,0,0,0,88,0.0,0,0,134,1,1,74,110,1,0,0,74,0,0,1,36,1
147,290,71,67,5,0,0,0,0,0,121,0.0,0,0,83,1,1,74,48,1,0,0,74,0,0,1,417,1
148,122,34,33,3,0,0,0,0,0,84,0.0,1,1,62,1,1,74,50,1,0,0,74,0,0,1,432,1
149,256,65,61,4,0,0,0,0,0,115,0.0,0,0,98,1,1,74,55,1,0,0,74,0,0,1,209,1
150,310,75,71,2,0,0,0,0,0,125,0.0,0,0,64,1,1,74,109,1,0,0,74,0,0,1,129,1
151,589,132,125,15,0,0,0,0,0,4,0.0,0,0,10,1,1,74,82,1,0,0,74,0,0,1,421,1
152,794,153,148,29,0,56,0,0,1,189,7330.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,253,0
153,794,153,148,29,0,56,0,0,1,55,6830.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,545,0
154,192,51,48,1,0,0,0,0,0,101,0.0,0,0,108,1,1,74,58,1,0,0,74,0,0,1,533,1
155,186,50,47,1,0,0,0,0,0,100,0.0,0,0,119,1,1,74,47,1,0,0,74,0,0,1,270,1
156,794,153,148,29,0,56,0,0,1,455,11080.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,460,0
157,794,153,148,29,0,56,0,0,1,324,6140.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,136,0
158,794,153,148,29,0,56,0,0,1,353,8700.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,55,0
159,160,43,41,2,0,0,0,0,0,93,0.0,0,0,87,1,1,74,62,1,0,0,74,0,0,1,585,1
160,419,98,93,6,0,0,0,0,0,148,0.0,0,0,125,1,1,74,17,1,0,0,74,0,0,1,10,1
161,794,153,148,29,0,56,0,0,1,204,7420.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,430,0
162,794,153,148,29,0,56,0,0,1,97,9020.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,256,0
163,479,114,108,7,0,0,0,0,0,164,0.0,0,0,151,1,1,74,146,1,0,0,74,0,0,1,238,1
164,670,142,134,13,0,0,0,0,0,14,0.0,0,0,8,1,1,74,21,1,0,0,74,0,0,1,347,1
165,794,153,148,29,0,56,0,0,1,330,6340.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,415,0
166,282,70,66,4,0,0,0,0,0,120,0.0,0,0,92,1,1,74,73,1,0,0,74,0,0,1,318,1
167,794,153,148,29,0,56,0,0,1,223,6230.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,378,0
168,328,78,74,4,0,0,0,0,0,128,0.0,0,0,33,1,1,74,5,1,0,0,74,0,0,1,181,1
169,144,39,37,1,0,0,0,0,0,89,0.0,0,0,139,1,1,74,101,1,0,0,74,0,0,1,320,1
170,218,58,55,3,0,0,0,0,0,108,1014320000.0,1,1,147,1,1,148,25,2,0,0,148,0,0,2,280,1
171,402,95,90,5,0,0,0,0,0,145,0.0,0,0,32,1,1,74,92,1,0,0,74,0,0,1,468,1
172,140,38,36,0,0,0,0,0,0,88,0.0,0,0,134,1,1,74,110,1,0,0,74,0,0,1,36,1
173,794,153,148,29,0,56,0,0,1,407,8680.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,66,0
174,794,153,148,29,0,56,0,0,1,291,6490.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,53,0
175,370,88,83,3,0,0,0,0,0,138,0.0,0,0,44,1,1,74,24,1,0,0,74,0,0,1,416,1
176,520,128,121,9,0,0,0,0,0,0,63780419600.0,0,0,120,1,1,518,60,7,0,0,518,0,0,7,18,1
177,452,106,100,8,0,0,0,0,0,156,0.0,0,0,93,1,1,74,108,1,0,0,74,0,0,1,183,1
178,138,38,36,1,0,0,0,0,0,88,0.0,0,0,134,1,1,74,110,1,0,0,74,0,0,1,36,1
179,381,90,85,6,0,0,0,0,0,140,0.0,0,0,22,1,1,74,118,1,0,0,74,0,0,1,58,1
180,794,153,148,29,0,56,0,0,1,462,6370.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,126,0
181,794,153,148,29,0,56,0,0,1,458,12800.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,576,0
182,669,142,134,14,0,0,0,0,0,14,0.0,0,0,8,1,1,74,21,1,0,0,74,0,0,1,347,1
183,659,141,134,15,0,0,0,0,0,13,1026257300.0,0,0,70,1,1,148,132,2,0,0,148,0,0,2,464,1
184,408,96,91,6,0,0,0,0,0,146,0.0,0,0,100,1,1,74,141,1,0,0,74,0,0,1,17,1
185,275,68,64,4,0,0,0,0,0,118,0.0,0,0,57,1,1,74,20,1,0,0,74,0,0,1,234,1
186,794,153,148,29,0,56,0,0,1,118,7370.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,402,0
187,136,37,35,3,0,0,0,0,0,87,0.0,1,1,47,1,1,74,130,1,0,0,74,0,0,1,335,1
188,273,68,64,6,0,0,0,0,0,118,0.0,1,1,57,1,1,74,20,1,0,0,74,0,0,1,234,1
189,291,71,67,4,0,0,0,0,0,121,0.0,0,0,83,1,1,74,48,1,0,0,74,0,0,1,417,1
190,271,68,64,1,0,0,0,0,0,118,0.0,0,0,57,1,1,74,20,1,0,0,74,0,0,1,234,1
191,217,58,55,2,0,0,0,0,0,108,1014320000.0,0,0,147,1,1,148,25,2,0,0,148,0,0,2,280,1
192,168,45,43,3,0,0,0,0,0,95,1021578700.0,1,1,141,1,1,148,145,2,0,0,148,0,0,2,76,1
193,76,10,9,0,0,0,0,0,0,60,0.0,1,1,85,1,1,74,127,1,0,0,74,0,0,1,32,1
194,78,12,11,0,0,0,0,0,0,62,0.0,1,1,9,1,1,74,26,1,0,0,74,0,0,1,347,1
195,794,153,148,29,0,56,0,0,1,220,6380.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,294,0
196,615,135,128,15,0,0,0,0,0,7,0.0,0,0,12,1,1,74,19,1,0,0,74,0,0,1,369,1
197,196,52,49,0,0,0,0,0,0,102,0.0,0,0,4,1,1,74,77,1,0,0,74,0,0,1,54,1
198,794,153,148,29,0,56,0,0,1,18,8220.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,11,0
199,794,153,148,29,0,56,0,0,1,113,6350.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,132,0
200,794,153,148,29,0,56,0,0,1,423,6640.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,286,0
201,126,35,34,2,0,0,0,0,0,85,1011414100.0,0,0,96,1,1,148,105,2,0,0,148,0,0,2,6,1
202,508,125,118,7,0,0,0,0,0,175,0.0,0,0,86,1,1,74,11,1,0,0,74,0,0,1,455,1
203,474,112,106,8,0,0,0,0,0,162,0.0,0,0,41,1,1,74,63,1,0,0,74,0,0,1,120,1
204,794,153,148,29,0,56,0,0,1,236,6340.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,520,0
205,794,153,148,29,0,56,0,0,1,281,6360.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,373,0
206,462,108,102,6,0,0,0,0,0,158,0.0,0,0,123,1,1,74,115,1,0,0,74,0,0,1,97,1
207,490,117,111,8,0,0,0,0,0,167,0.0,0,0,24,1,1,74,18,1,0,0,74,0,0,1,206,1
208,794,153,148,29,0,56,0,0,1,253,6340.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,472,0
209,457,107,101,5,0,0,0,0,0,157,0.0,0,0,133,1,1,74,135,1,0,0,74,0,0,1,398,0
210,654,140,133,13,0,0,0,0,0,12,0.0,0,0,5,1,1,74,150,1,0,0,74,0,0,1,306,1
211,794,153,148,29,0,56,0,0,1,319,6440.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,571,0
212,84,16,15,0,0,0,0,0,0,66,0.0,1,1,131,1,1,74,30,1,0,0,74,0,0,1,287,1
213,132,36,34,3,0,0,0,0,0,86,0.0,1,1,27,1,1,74,45,1,0,0,74,0,0,1,222,1
214,441,103,97,6,0,0,0,0,0,153,0.0,0,0,31,1,1,74,54,1,0,0,74,0,0,1,451,1
215,403,95,90,8,0,0,0,0,0,145,0.0,0,0,32,1,1,74,92,1,0,0,74,0,0,1,468,1
216,794,153,148,29,0,56,0,0,1,103,7020.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,26,0
217,475,112,106,6,0,0,0,0,0,162,0.0,0,0,41,1,1,74,63,1,0,0,74,0,0,1,120,1
218,595,133,126,15,0,0,0,0,0,5,0.0,0,0,113,1,1,74,91,1,0,0,74,0,0,1,144,1
219,592,132,125,12,0,0,0,0,0,4,0.0,0,0,10,1,1,74,82,1,0,0,74,0,0,1,421,0
220,794,153,148,29,0,56,0,0,1,320,6440.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,301,0
221,286,70,66,5,0,0,0,0,0,120,0.0,0,0,92,1,1,74,73,1,0,0,74,0,0,1,318,1
222,553,129,122,14,0,0,0,0,0,1,0.0,0,0,37,1,1,74,34,1,0,0,74,0,0,1,547,1
223,664,141,134,13,0,0,0,0,0,13,1026257300.0,0,0,70,1,1,148,132,2,0,0,148,0,0,2,464,0
224,794,153,148,29,0,56,0,0,1,69,8620.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,157,0
225,794,153,148,29,0,56,0,0,1,315,6420.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,500,0
226,794,153,148,29,0,56,0,0,1,328,6530.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,575,0
227,435,102,96,8,0,0,0,0,0,152,0.0,0,0,89,1,1,74,22,1,0,0,74,0,0,1,336,1
228,794,153,148,29,0,56,0,0,1,342,6240.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,346,0
229,794,153,148,29,0,56,0,0,1,56,7960.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,208,0
230,794,153,148,29,0,56,0,0,1,469,6400.0,0,0,137,1,1,132,29,2,0,0,74,0,0,1,524,0
231,603,134,127,16,0,0,0,0,0,6,0.0,1,1,69,1,1,74,46,1,0,0,74,0,0,1,28,1
232,89,21,20,0,0,0,0,0,0,71,0.0,1,1,146,1,1,74,134,1,0,0,74,0,0,1,467,1
